team_name,category,model,livery,championship_names,livery_id,model_folder
Topp Racing,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #20,Porsche Carrera Cup North America,55,porsche_991_gt3_2
Dinamic Motorsport,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #29,Porsche Carrera Supercup,56,porsche_991_gt3_2
Kellymoss,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #29,Porsche Carrera Cup North America,56,porsche_991_gt3_2
Team WRT,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #43 (IMSA 2024),GT World Challenge Sprint,51,porsche_992_gt3r
Team WRT,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #92 (IMSA 2024),GT World Challenge Sprint,54,porsche_992_gt3r
Privateer,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #27,Mini Challenge,63,mini_cooper
Bryan Herta Autosport with PR1/Mathiasen,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #27,IMSA Michelin Pilot Challenge,63,mini_cooper
Privateer,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #28,Mini Challenge,64,mini_cooper
Bryan Herta Autosport with PR1/Mathiasen,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #28,IMSA Michelin Pilot Challenge,64,mini_cooper
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #32,Ginetta Junior Championship UK,61,ginetta_g40_cup
Pace Performance,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #34,Ginetta Junior Championship UK,62,ginetta_g40_cup
Proton Competition,LMP2_Gen1,Ligier JS P217,Ligier JS P217 #31,European Le Mans Series,52,ligier_js_p217
Target Racing,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #72,Lamborghini Super Trofeo Europe,71,lamborghini_huracan_supertrofeo_evo2
VSR,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #77,Lamborghini Super Trofeo Europe,72,lamborghini_huracan_supertrofeo_evo2
Genesis Magma Racing,LMDh,Cadillac V-Series.R,Cadillac V-Series.R #5,World Endurance Championship,53,cadillac_v-series_r
Genesis Magma Racing,LMDh,Cadillac V-Series.R,Cadillac V-Series.R #9,World Endurance Championship,54,cadillac_v-series_r
Vista AF Corse,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #3 (IMSA 2024),World Endurance Championship,51,corvette_z06_gt3r
Johor Motorsports Racing,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #3 (IMSA 2024),Intercontinental GT Challenge,51,corvette_z06_gt3r
AF Corse,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #3 (IMSA 2024),GT World Challenge Europe,51,corvette_z06_gt3r
Emil Frey Racing,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #3 (IMSA 2024),Nürburgring Langstrecken-Serie,51,corvette_z06_gt3r
Vista AF Corse,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #4 (IMSA 2024),World Endurance Championship,52,corvette_z06_gt3r
Johor Motorsports Racing,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #4 (IMSA 2024),Intercontinental GT Challenge,52,corvette_z06_gt3r
AF Corse,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #4 (IMSA 2024),GT World Challenge Europe,52,corvette_z06_gt3r
Haupt Racing Team,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #4 (IMSA 2024),Nürburgring Langstrecken-Serie,52,corvette_z06_gt3r
PROsport-Racing,GT4,Chevrolet Camaro GT4.R,Camaro GT4.R #49,Nürburgring Langstrecken-Serie,51,camaro_gt4r
PROsport-Racing,GT4,Chevrolet Camaro GT4.R,Camaro GT4.R #53,Nürburgring Langstrecken-Serie,52,camaro_gt4r
GetSpeed,GT3,Audi R8 LMS GT3,Audi R8 LMS GT3 #79,Michelin Le Mans Cup,53,audi_r8_lms_gt3
Spirit of Race,GT3,Audi R8 LMS GT3,Audi R8 LMS GT3 #79,European Le Mans Series,53,audi_r8_lms_gt3
GetSpeed,GT3,Audi R8 LMS GT3,Audi R8 LMS GT3 #86,Michelin Le Mans Cup,54,audi_r8_lms_gt3
High Class Racing,GT3,Audi R8 LMS GT3,Audi R8 LMS GT3 #86,European Le Mans Series,54,audi_r8_lms_gt3
DKR Engineering,P1Gen2,Ligier JS P320,Ligier JS P320 #33,Michelin Le Mans Cup,54,ligier_js_p320
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #10,Ginetta Junior Championship Europe,55,ginetta_g40_cup
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #17,Ginetta Junior Championship Europe,56,ginetta_g40_cup
BWT Mucke Motorsport,P4,MCR S2000,MCR S2000 #9,Radical Cup Europe,57,mcr2000
German Motor Sports Team,P4,MCR S2000,MCR S2000 #10,Radical Cup Europe,58,mcr2000
DKR Engineering,P1Gen2,Ligier JS P320,Ligier JS P320 #7,Michelin Le Mans Cup,51,ligier_js_p320
Inter Europol Competition,P1Gen2,Ligier JS P320,Ligier JS P320 #7,European Le Mans Series,51,ligier_js_p320
CLX Motorsport,P1Gen2,Ligier JS P320,Ligier JS P320 #117,European Le Mans Series,55,ligier_js_p320
Rinaldi Racing,P1Gen2,Sigma P1 G5,Sigma P1 G5 #85,Michelin Le Mans Cup,54,sigma_p1_g5
Rinaldi Racing,P1Gen2,Ligier JS P320,Ligier JS P320 #117,Michelin Le Mans Cup,55,ligier_js_p320
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #46,Ginetta Junior Championship Europe,65,ginetta_g40_cup
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #58,Ginetta Junior Championship Europe,68,ginetta_g40_cup
German Motor Sports Team,P4,MCR S2000,MCR S2000 #19,Radical Cup Europe,66,mcr2000
Allay Racing,P4,MCR S2000,MCR S2000 #30,Radical Cup Europe,75,mcr2000
Privateer,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #77,Mini Challenge,71,mini_cooper
Victor Gonzalez Racing Team,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #77,IMSA Michelin Pilot Challenge,71,mini_cooper
Privateer,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #85,Mini Challenge,72,mini_cooper
Victor Gonzalez Racing Team,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #85,IMSA Michelin Pilot Challenge,72,mini_cooper
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #62,Ginetta Junior Championship UK,69,ginetta_g40_cup
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #62,Ginetta Junior Championship Europe,69,ginetta_g40_cup
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #62,Ginetta Junior Championship North America,69,ginetta_g40_cup
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #66,Ginetta Junior Championship UK,70,ginetta_g40_cup
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #66,Ginetta Junior Championship Europe,70,ginetta_g40_cup
Pace Performance,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #66,Ginetta Junior Championship North America,70,ginetta_g40_cup
Pfaff Motorsports,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #45 (IMSA 2024),IMSA WeatherTech SportsCar Championship,52,lamborghini_huracan_gt3_evo2
Comtoyou Racing,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #45 (IMSA 2024),GT World Challenge Sprint,52,lamborghini_huracan_gt3_evo2
Kellymoss,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #45 (IMSA 2024),GT World Challenge America,52,lamborghini_huracan_gt3_evo2
2 Seas Motorsport,GT3_Gen2,Lamborghini Huracan GT3 EVO2,Lamborghini Huracan GT3 EVO2 #45 (IMSA 2024),British GT Championship,52,lamborghini_huracan_gt3_evo2
RLL Team McLaren,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #41,IMSA WeatherTech SportsCar Championship,55,mclaren_720s_gt3_evo
Comtoyou Racing,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #41,GT World Challenge Sprint,55,mclaren_720s_gt3_evo
Dollahite Racing,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #41,GT World Challenge America,55,mclaren_720s_gt3_evo
2 Seas Motorsport,GT3_Gen2,McLaren 720S GT3 Evo,McLaren 720S GT3 Evo #41,British GT Championship,55,mclaren_720s_gt3_evo
Winward Racing,GT4,Audi R8 LMS GT4,Audi R8 LMS GT4 #12,IMSA Michelin Pilot Challenge,52,audi_r8_lms_gt4
Turner Motorsport,GT4,Audi R8 LMS GT4,Audi R8 LMS GT4 #15,IMSA Michelin Pilot Challenge,53,audi_r8_lms_gt4
Ruckus Racing,GT3,McLaren 720S GT3,McLaren 720S GT3 #04,IMSA VP Racing SportsCar Challenge,51,mclaren_720s_gt3
Rebel Rock Racing,GT3,McLaren 720S GT3,McLaren 720S GT3 #12,IMSA VP Racing SportsCar Challenge,52,mclaren_720s_gt3
TechSport Racing,P4,MCR S2000,MCR S2000 #15,Radical Cup North America,63,mcr2000
Copeland Motorsports,P4,MCR S2000,MCR S2000 #29,Radical Cup North America,74,mcr2000
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #50,Ginetta Junior Championship North America,66,ginetta_g40_cup
Elite Motorsport,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #53,Ginetta Junior Championship North America,67,ginetta_g40_cup
Team GP Elite,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #14,Porsche Carrera Supercup,54,porsche_991_gt3_2
Kellymoss,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #14,Porsche Carrera Cup North America,54,porsche_991_gt3_2
Rosland Gold by Century Motorsport,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #14,Porsche Carrera Cup UK,54,porsche_991_gt3_2
BWT Lechner Racing,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #16,Porsche Carrera Supercup,54,porsche_991_gt3
GMG Racing,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #16,Porsche Carrera Cup North America,54,porsche_991_gt3
Team Parker Racing,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #16,Porsche Carrera Cup UK,54,porsche_991_gt3
Privateer,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #1,Mini Challenge,52,mini_cooper
Bryan Herta Autosport with PR1/Mathiasen,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #1,IMSA Michelin Pilot Challenge,52,mini_cooper
Privateer,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #3,Mini Challenge,53,mini_cooper
Bryan Herta Autosport with PR1/Mathiasen,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #3,IMSA Michelin Pilot Challenge,53,mini_cooper
Privateer,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #32,Mini Challenge,65,mini_cooper
Privateer,MiniChallenge,MINI Cooper JCW,MINI Cooper JCW #60,Mini Challenge,68,mini_cooper
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #38,Ginetta Junior Championship UK,63,ginetta_g40_cup
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #42,Ginetta Junior Championship UK,64,ginetta_g40_cup
Wayne Taylor Racing,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #55,Lamborghini Super Trofeo North America,67,lamborghini_huracan_supertrofeo_evo2
Wayne Taylor Racing,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #64,Lamborghini Super Trofeo North America,68,lamborghini_huracan_supertrofeo_evo2
ACI Motorsports,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #65,Porsche Carrera Cup North America,57,porsche_991_gt3
JTR Motorsports Engineering,Carrera Cup,Porsche 911 GT3 Cup 4.0,Porsche 911 GT3 Cup 4.0 #70,Porsche Carrera Cup North America,59,porsche_991_gt3_2
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #17,Ginetta Junior Championship North America,56,ginetta_g40_cup
R Racing,G40Cup,Ginetta G40 Cup,Ginetta G40 Cup #22,Ginetta Junior Championship North America,57,ginetta_g40_cup
Paul Miller Racing,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #3 (IMSA 2024),IMSA WeatherTech SportsCar Championship,51,corvette_z06_gt3r
McCann Racing,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #3 (IMSA 2024),GT World Challenge America,51,corvette_z06_gt3r
2 Seas Motorsport,GT3_Gen2,Chevrolet Corvette Z06 GT3.R,Chevrolet Corvette Z06 GT3.R #3 (IMSA 2024),British GT Championship,51,corvette_z06_gt3r
Manthey Racing,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #14,IMSA WeatherTech SportsCar Championship,56,porsche_992_gt3r
TR3 Racing,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #14,GT World Challenge America,56,porsche_992_gt3r
Optimum Motorsport,GT3_Gen2,Porsche 992 GT3 R,Porsche 992 GT3 R #14,British GT Championship,56,porsche_992_gt3r
Era Motorsport,LMP2,Oreca 07,Oreca 07 #18 (IMSA 2024),IMSA WeatherTech SportsCar Championship,55,oreca_07
AO Racing,LMP2,Oreca 07,Oreca 07 #99 (IMSA 2024),IMSA WeatherTech SportsCar Championship,62,oreca_07
Rebel Rock Racing,GT4,Alpine A110 GT4 Evo,Alpine A110 GT4 Evo #36,IMSA Michelin Pilot Challenge,51,alpine_a110_gt4_evo
Rebel Rock Racing,GT4,Alpine A110 GT4 Evo,Alpine A110 GT4 Evo #63,IMSA Michelin Pilot Challenge,53,alpine_a110_gt4_evo
Ruckus Racing,GT3,BMW M6 GT3,BMW M6 GT3 #11,IMSA VP Racing SportsCar Challenge,52,bmw_m6_gt3
Di Benedetto Racing,GT3,BMW M6 GT3,BMW M6 GT3 #61,IMSA VP Racing SportsCar Challenge,53,bmw_m6_gt3
BSI Racing,P4,MCR S2000,MCR S2000 #13,Radical Cup North America,61,mcr2000
BSI Racing,P4,MCR S2000,MCR S2000 #14,Radical Cup North America,62,mcr2000
Octane126,GT2_05,Milano GT36,Milano GT36 #34,Ferrari Challenge Europe,56,milano_gt36
Ferrari of Fort Lauderdale,GT2_05,Milano GT36,Milano GT36 #34,Ferrari Challenge North America,56,milano_gt36
Rossocorsa,GT2_05,Milano GT36,Milano GT36 #42,Ferrari Challenge Europe,57,milano_gt36
Ferrari of Quebec,GT2_05,Milano GT36,Milano GT36 #42,Ferrari Challenge North America,57,milano_gt36
Wayne Taylor Racing,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #22,Lamborghini Super Trofeo North America,57,lamborghini_huracan_supertrofeo_evo2
Target Racing,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #22,Lamborghini Super Trofeo Europe,57,lamborghini_huracan_supertrofeo_evo2
Wayne Taylor Racing,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #25,Lamborghini Super Trofeo North America,58,lamborghini_huracan_supertrofeo_evo2
Leipert Motorsport,Super Trofeo,Lamborghini Huracan Super Trofeo EVO2,Lamborghini Huracan Super Trofeo EVO2 #25,Lamborghini Super Trofeo Europe,58,lamborghini_huracan_supertrofeo_evo2
Storic and Race Cars,GT1_05,Lamborghini Murcielago R-GT,Lamborghini Murcielago R-GT #28,GT Revival Series,53,lamborghini_murcielago_r_gt
Storic and Race Cars,GT1_05,Lamborghini Murcielago R-GT,Lamborghini Murcielago R-GT #31,GT Revival Series,54,lamborghini_murcielago_r_gt
Schumacher CLRT,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #98,Porsche Carrera Supercup,62,porsche_991_gt3
ACI Motorsports,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #98,Porsche Carrera Cup North America,62,porsche_991_gt3
Proton Competition,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #00,Porsche Carrera Supercup,52,porsche_991_gt3
MDK Motorsports,Carrera Cup,Porsche 911 GT3 Cup 3.8,Porsche 911 GT3 Cup 3.8 #00,Porsche Carrera Cup North America,52,porsche_991_gt3
CSA Racing,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #24,GT World Challenge Europe,51,audi_r8_lms_gt3_evo2
Optimum Motorsport,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #24,British GT Championship,51,audi_r8_lms_gt3_evo2
ROWE Racing,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #24,Nürburgring Langstrecken-Serie,51,audi_r8_lms_gt3_evo2
CSA Racing,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #33,GT World Challenge Europe,53,audi_r8_lms_gt3_evo2
Optimum Motorsport,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #33,British GT Championship,53,audi_r8_lms_gt3_evo2
Mercedes-AMG Team Schnitzelalm,GT3_Gen2,Audi R8 LMS GT3 evo II,Audi R8 LMS GT3 evo II #33,Nürburgring Langstrecken-Serie,53,audi_r8_lms_gt3_evo2
AV Racing by Black Falcon,GT4,Audi R8 LMS GT4,Audi R8 LMS GT4 #12,Nürburgring Langstrecken-Serie,52,audi_r8_lms_gt4
AV Racing by Black Falcon,GT4,Audi R8 LMS GT4,Audi R8 LMS GT4 #20,Nürburgring Langstrecken-Serie,54,audi_r8_lms_gt4
